anime_id,titulo,fecha_inicio,episodios,duracion,calificacion,popularidad,favoritos,formato_id,estado_id
204403,Yuanshen: Ci Shi Zhi Yi,2025-01-09,1.0,2.0,63.0,254,7,3,2
204381,Benghuai: Xingqiong Tiedao - The Her Ta De Mo Fa Chu Fang,2025-01-09,1.0,2.0,65.0,386,10,3,2
180292,Arafou Otoko no Isekai Tsuuhan Seikatsu,2025-01-09,13.0,23.0,62.0,45702,765,6,2
179297,Magic Maker: Isekai Mahou no Tsukurikata,2025-01-09,12.0,24.0,66.0,38003,646,6,2
178548,Fuguushoku [Kanteishi] ga Jitsu wa Saikyou Datta: Naraku de Kitaeta Saikyou no [Shingan] de Musou Suru,2025-01-09,12.0,24.0,63.0,60451,987,6,2
175443,Honey Lemon Soda,2025-01-09,12.0,23.0,70.0,61558,1183,6,2
172019,Dr. STONE: SCIENCE FUTURE,2025-01-09,12.0,24.0,82.0,114434,2477,6,2
185828,Shaonian Ge Xing: Xue Ran Tianqi Pian,2025-01-08,26.0,20.0,,136,4,3,2
178022,"Hana wa Saku, Shura no Gotoku",2025-01-08,12.0,23.0,69.0,21111,211,6,2
176234,Ishura 2nd Season,2025-01-08,12.0,24.0,70.0,18098,288,6,2
178550,Unnamed Memory Act.2,2025-01-07,12.0,24.0,70.0,22456,446,6,2
177552,Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,2025-01-07,12.0,24.0,64.0,56121,876,6,2
176063,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwamete mita",2025-01-07,12.0,24.0,60.0,39909,585,6,2
185088,Yami Shibai 14,2025-01-06,13.0,4.0,53.0,1687,18,7,2
179696,Kono Kaisha ni Suki na Hito ga Imasu,2025-01-06,12.0,24.0,74.0,58849,1075,6,2
179333,"""1-punkan dake Furete mo Ii yo…"" Share House no Himitsu Rule.	",2025-01-06,8.0,7.0,55.0,1485,75,3,2
170916,Mahoutsukai no Yakusoku,2025-01-06,12.0,24.0,52.0,13478,155,6,2
169441,Watashi no Shiawase na Kekkon 2nd Season,2025-01-06,13.0,24.0,74.0,59318,923,6,2
204405,Yuanshen: Ping Zhong de Xinyuan,2025-01-05,1.0,2.0,58.0,296,5,3,2
185880,Ao no Exorcist: Yosuga-hen,2025-01-05,12.0,24.0,79.0,28300,532,6,2
185462,0-saiji Start Dash Monogatari Season 2,2025-01-05,12.0,4.0,51.0,1610,22,7,2
185261,Neko ni Naritai Tamagawa-kun,2025-01-05,1.0,17.0,65.0,3157,43,5,2
176496,Ore dake Level Up na Ken: Season 2 - Arise from the Shadow,2025-01-05,13.0,24.0,84.0,304692,14004,6,2
176273,Zenshuu.,2025-01-05,12.0,24.0,73.0,72600,1639,6,2
174654,NEET Kunoichi to Naze ka Dousei Hajimemashita,2025-01-05,24.0,12.0,57.0,27314,349,3,2
170650,Kisaki Kyouiku kara Nigetai Watashi,2025-01-05,12.0,24.0,54.0,14324,164,6,2
166699,Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsura Sugiru,2025-01-05,12.0,24.0,69.0,30721,504,6,2
165171,Medalist,2025-01-05,13.0,23.0,83.0,40631,1585,6,2
174596,Sora-iro Utility (TV),2025-01-04,12.0,24.0,70.0,12020,165,6,2
178495,Tasokare Hotel,2025-01-03,12.0,24.0,69.0,13204,269,3,2
178462,Class no Daikirai na Joshi to Kekkon Suru Koto ni Natta.,2025-01-03,12.0,24.0,67.0,75671,1429,6,2
177159,Momentary Lily,2025-01-02,13.0,24.0,54.0,12823,153,6,2
176642,Ameku Takao no Suiri Karte,2025-01-02,12.0,25.0,69.0,40806,541,6,2
169295,BanG Dream! Ave Mujica,2025-01-02,13.0,24.0,81.0,20229,1727,6,2
145740,Grisaia: Phantom Trigger,2025-01-02,13.0,25.0,62.0,13225,165,6,2
185748,Wu Dong Qiankun 5,2025-01-01,12.0,22.0,70.0,654,13,3,2
179689,Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,2025-01-01,12.0,24.0,65.0,47103,669,3,2
178100,Hazure Skill «Kinomi Master»: Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken Nitsuite,2025-01-01,12.0,25.0,57.0,44352,598,6,2
177506,Izure Saikyou no Renkinjutsushi?,2025-01-01,12.0,23.0,66.0,58397,1028,6,2
185940,"SFBC ""Fake"" Commercial Film",2024-12-31,5.0,1.0,57.0,590,3,5,2
202422,Monster Strike Elle: Daten no Kakusei,2024-12-30,2.0,23.0,,92,0,3,2
176158,"S-Rank Monster no ""Behemoth"" Dakedo, Neko to Machigawarete Elf Musume no Pet to Shite Kurashitemasu",2024-12-28,12.0,24.0,56.0,33973,540,6,2
213696,Shi Wang Zhe A? 4,2024-12-27,13.0,8.0,,27,1,3,2
205863,Inner Net Explorer,2024-12-27,1.0,3.0,,57,3,2,2
182104,IKUsei,2024-12-27,2.0,15.0,50.0,1077,52,4,2
180806,Inazuma Eleven: Aratanaru Eiyuutachi no Joshou,2024-12-27,1.0,63.0,71.0,1862,30,1,2
180804,Inazuma Eleven: Soushuuhen - Densetsu no Kickoff,2024-12-27,1.0,42.0,66.0,2227,37,1,2
170166,Shiguang Dailiren: Yingdu Pian,2024-12-27,6.0,23.0,83.0,31936,1131,3,2
206030,Happy Naizou Cake,2024-12-25,1.0,3.0,,75,2,2,2
186084,Sayonara End Roll,2024-12-24,1.0,4.0,71.0,502,36,2,2
185793,YouTuNya: Christmas Tokubetsu-hen,2024-12-24,1.0,3.0,50.0,136,0,5,2
187676,Yuanshen: Huanghun,2024-12-22,1.0,10.0,68.0,628,5,3,2
188548,JOCHUM (ONA),2024-12-21,2.0,2.0,,65,0,3,2
187507,Duel Masters LOST: Gekka no Shinigami,2024-12-21,4.0,23.0,49.0,375,2,3,2
137680,Quanqiu Gao Wu,2024-12-21,16.0,19.0,60.0,1192,43,3,2
193295,Okaimono Panda! (ONA),2024-12-20,4.0,3.0,,82,0,3,2
185797,Hypnosis Mic -Division Rap Battle- FINAL,2024-12-20,1.0,9.0,60.0,226,2,2,2
175138,Nintama Rantarou: Dokutake Ninja-tai Saikyоu no Gunshi,2024-12-20,1.0,90.0,54.0,433,12,1,2
168116,Zuoshou Shanglan 2,2024-12-20,9.0,24.0,68.0,1468,19,3,2
185832,Yongheng Jian Zu,2024-12-19,40.0,10.0,,211,3,3,2
214539,Stella Sora Anime PVs,2024-12-18,,1.0,,49,2,5,4
199369,Momose Akira no Hatsukoi Hatan-chuu. PV,2024-12-18,1.0,1.0,56.0,871,13,3,2
185539,Alps no Roujin Heidi no Ojii-san,2024-12-18,12.0,1.0,,147,0,3,2
187833,Jiaonang Jihua Yingxiong,2024-12-17,11.0,,,184,1,3,2
185538,Dokodemo Makibao,2024-12-16,24.0,5.0,,88,0,3,2
204481,Science (feat. Kasane Teto),2024-12-14,1.0,3.0,,115,5,2,2
186618,Juequling: Chengwei Yingxiong de Lucheng,2024-12-14,1.0,5.0,75.0,793,20,3,2
185726,Quanzhi Gaoshou: Rongyao Xiao Juchang,2024-12-14,12.0,3.0,,317,0,3,2
166511,Xiongshi Shaonian 2,2024-12-14,1.0,134.0,,359,5,1,2
195890,Guangying Tian Yan Zhan Jia,2024-12-13,26.0,13.0,,32,0,3,2
185613,The Lord of the Rings: Rohan no Tatakai,2024-12-13,1.0,134.0,65.0,4144,83,1,2
185281,Gomu wo Tsukete to Iimashita yo ne...,2024-12-13,2.0,16.0,65.0,1416,68,3,2
180832,Oni Chichi Harem,2024-12-13,,19.0,55.0,1104,51,4,4
176470,30-sai made Doutei da to Mahou Tsukai ni Nareru Rashii: Tokubetsu-hen,2024-12-13,1.0,60.0,67.0,4090,40,1,2
195187,Champagne Night Fever,2024-12-08,1.0,3.0,,101,1,2,2
185457,Gomen ne Medicine,2024-12-08,1.0,3.0,60.0,309,4,2,2
185371,complex♡princess,2024-12-08,1.0,3.0,64.0,506,11,2,2
196279,Moana to Densetsu no Umi 2 3D Short Anime,2024-12-07,4.0,1.0,,274,0,3,2
191361,Crz Love,2024-12-07,1.0,3.0,61.0,196,4,2,2
185724,Tunshi Xingkong Movie: Xueluo Dalu,2024-12-07,1.0,93.0,71.0,672,26,3,2
206844,Pan no Akachan,2024-12-06,1.0,4.0,52.0,138,1,1,2
186300,minute! kaiju no. 8,2024-12-06,31.0,2.0,58.0,1142,14,3,2
185719,Cang Yuan Tu 2,2024-12-06,29.0,22.0,75.0,774,35,3,2
174189,Shinsei Kourin Dacryon - Luna: Daseibo Tanjou,2024-12-06,2.0,28.0,46.0,601,19,4,2
186083,SUI to Utaeba,2024-12-05,1.0,1.0,53.0,469,2,3,2
185586,TAIDADA,2024-12-05,1.0,4.0,69.0,1542,17,2,2
153473,Wu Lian Dianfeng,2024-12-05,48.0,,63.0,1285,57,3,2
136880,BEASTARS FINAL SEASON Part 1,2024-12-05,12.0,24.0,78.0,41786,587,3,2
175137,Yoru wa Neko to Issho Season 3,2024-12-04,40.0,3.0,69.0,1287,24,3,2
185189,Sukicchan! Karachu,2024-12-03,1.0,4.0,65.0,814,13,2,2
185860,Renjian Zui Deyi 2,2024-12-01,14.0,12.0,,86,0,3,2
153471,Juedai Shuang Jiao: Tian Wai You Tian,2024-12-01,1.0,84.0,,111,5,3,2
185968,New me,2024-11-30,1.0,3.0,56.0,201,2,2,2
185720,Wan Jie Du Zun 3,2024-11-30,224.0,9.0,,242,9,3,4
120226,Katu,2024-11-30,13.0,,,282,8,3,2
207031,Sayonara End Roll (Short Douga),2024-11-29,1.0,1.0,,99,0,3,2
184694,Ore dake Level Up na Ken: ReAwakening,2024-11-29,1.0,114.0,80.0,28746,753,1,2
182094,Onii-san... Ohitori desu ka?,2024-11-29,1.0,16.0,63.0,1347,43,3,2
180704,Elf ni Inmon wo Tsukeru Hon The Animation,2024-11-29,,20.0,61.0,1170,41,4,4
180533,Bishoku-ka no Rule,2024-11-29,2.0,22.0,58.0,800,28,4,2
178782,Genjitsu no Yohane: SUNSHINE in the MIRROR Movie,2024-11-29,1.0,89.0,62.0,1764,13,1,2
173884,PUI PUI Molcar the Movie MOLMAX,2024-11-29,1.0,69.0,62.0,1173,13,1,2
172218,Yumemiru Otome,2024-11-29,,20.0,63.0,1518,71,4,4
213458,Sorotani no Keibacchi,2024-11-28,4.0,3.0,,12,1,7,2
199479,Ganbare! Chrome,2024-11-28,3.0,2.0,57.0,568,4,3,2
192383,Sham'ing,2024-11-24,1.0,2.0,,90,1,2,2
183651,Kidou Senshi Gundam ALC ENCOUNTER,2024-11-24,1.0,5.0,55.0,1097,7,5,2
170631,1 Cho,2024-11-24,13.0,11.0,,377,4,7,2
185200,utakata,2024-11-23,1.0,6.0,59.0,248,3,2,2
185723,Zhen Hun Jie 4,2024-11-22,26.0,20.0,60.0,736,15,3,2
184816,Teenage Blue,2024-11-22,1.0,4.0,71.0,1593,24,2,2
178436,Gintama on Theater 2D: Kintama-hen,2024-11-22,1.0,97.0,70.0,1652,15,1,2
185970,9-tsu no Bouken,2024-11-21,1.0,3.0,56.0,281,3,5,2
182157,Sylvanian Families: Freya no Piece of Secret,2024-11-21,6.0,12.0,,130,0,7,2
184896,Hongami Precious Moment,2024-11-20,1.0,4.0,55.0,283,5,2,2
184651,Gyoukou Chronicle,2024-11-18,1.0,4.0,56.0,222,1,2,2
126370,Qia Tongxue Shaonian,2024-11-17,10.0,22.0,,76,0,3,2
184998,Maarui Kanojo to Zannen na Kareshi 2nd Season,2024-11-16,6.0,11.0,,150,1,7,2
214888,Balala Xiao Mo Xian: Yao Xing Shouhu Zhe 1,2024-11-15,26.0,13.0,,13,1,3,2
194229,Charisma Pizza Party,2024-11-15,1.0,4.0,,100,0,2,2
179677,Maso Mesu Soap de Aimashou!,2024-11-15,2.0,20.0,59.0,1155,53,4,2
185722,Zanting! Zhi Xu Chongzu,2024-11-14,12.0,15.0,,395,3,3,2
184644,AWAKE (Music),2024-11-14,1.0,4.0,64.0,349,3,2,2
184288,Kazuhiho to Marie no Youkoso Kitchen.,2024-11-14,6.0,3.0,52.0,424,6,3,2
181776,Murder Mystery of the Dead,2024-11-14,6.0,24.0,46.0,1712,22,6,2
185830,Shanhai Fu Mo Lu,2024-11-11,7.0,19.0,,128,3,3,2
184099,Agent Blue,2024-11-10,3.0,1.0,44.0,418,1,3,2
182241,"BanG Dream! It's MyGO!!!!!: Utau, Bokura ni Nareru Uta & FILM LIVE",2024-11-08,1.0,119.0,76.0,1139,12,1,2
178774,Fuuto Tantei: Kamen Rider Skull no Shouzou,2024-11-08,1.0,82.0,74.0,3395,64,1,2
168243,Wu Ni,2024-11-07,30.0,10.0,,273,8,3,2
186337,Taxi to the Moon,2024-11-06,1.0,2.0,,119,2,2,2
177603,Okaimono Panda!,2024-11-06,20.0,3.0,,310,1,7,2
153482,Wan Gu Zui Qiang Zong,2024-11-06,36.0,12.0,55.0,312,8,3,2
176369,HIGH CARD: THE FLOWERS BLOOM,2024-11-05,1.0,27.0,65.0,3814,34,3,2
185541,Asatir 2: Mirai no Mukashibanashi,2024-11-03,13.0,25.0,,270,7,3,2
183423,ONE PIECE: Gyojin Tou-hen,2024-11-03,21.0,24.0,77.0,14321,267,6,2
137699,Biaozhun Guige Zhanshi,2024-11-03,16.0,17.0,,115,3,3,2
186752,minini Animation Series,2024-11-01,80.0,1.0,,88,2,3,2
184641,ENDLESS FES,2024-11-01,1.0,3.0,,139,1,2,2
183744,Jibi Eopseo,2024-11-01,8.0,6.0,67.0,2119,51,7,2
183471,KUROMI'S PRETTY JOURNEY: Hacha Mecha! Multiverse Daidasshutsu!,2024-10-31,19.0,2.0,61.0,657,10,3,2
184640,Tori To Re:TreaT,2024-10-30,1.0,3.0,55.0,176,0,2,2
186758,Wanjie Zhuzai,2024-10-28,32.0,15.0,,119,0,3,2
185728,Tudi Ge Ge Shi Da Lao,2024-10-28,40.0,12.0,,215,5,3,2
153497,Wo Shi Da Shenxian 3,2024-10-28,16.0,,,206,8,3,2
185721,Mu Shen Ji,2024-10-27,26.0,20.0,78.0,1573,97,3,2
178084,Douwa Revengers,2024-10-27,18.0,3.0,52.0,851,8,3,2
185831,Wo Neng Wuxian Dunwu,2024-10-26,52.0,12.0,,167,1,3,2
183520,flower rhapsody,2024-10-26,1.0,4.0,67.0,478,5,2,2
168097,Changsheng Jie,2024-10-26,26.0,19.0,64.0,800,31,3,2
186200,Caihong Huwei Dui,2024-10-25,26.0,13.0,,39,0,7,2
179820,Kyokugen Chikan Tokuiten 3 The Animation,2024-10-25,2.0,20.0,53.0,931,30,4,2
179722,Mecha Gishi Resta no Daibouken,2024-10-25,2.0,16.0,47.0,568,12,4,2
176245,Ganbatte Ikimasshoi,2024-10-25,1.0,95.0,60.0,3230,20,1,2
183394,Kuzurinen,2024-10-23,1.0,4.0,57.0,182,3,2,2
185794,Shendao Dizun,2024-10-22,48.0,7.0,,221,0,3,2
183391,Nani Warotonnen,2024-10-21,1.0,3.0,64.0,502,14,2,2
182469,ONE PIECE FAN LETTER,2024-10-20,1.0,25.0,90.0,57301,3236,5,2
183473,Nui Story 2,2024-10-19,,2.0,,66,1,3,4
183390,Anta Nante.,2024-10-19,1.0,5.0,67.0,786,4,2,2
169258,Ao no Miburo,2024-10-19,24.0,24.0,64.0,15589,190,6,2
188453,Benghuai: Xing Qiong Tiedao - Yinhe Renfa Tie Luan Wu Qu Mo Poxie Zhan Yue Zhi Juan,2024-10-18,1.0,3.0,61.0,638,8,3,2
183393,Neverland,2024-10-18,1.0,3.0,61.0,269,4,2,2
183201,KIZAO,2024-10-18,1.0,4.0,,79,0,2,2
177376,Tsuma Netori Rei: Boku no Ayamachi Kanojo no Sentaku,2024-10-18,1.0,27.0,58.0,1200,63,3,2
206151,Shan Shantian Tianjian,2024-10-17,12.0,11.0,,57,1,3,2
166703,Kidou Senshi Gundam: Fukushuu no Requiem,2024-10-17,6.0,25.0,61.0,6132,71,3,2
204409,Muu,2024-10-16,1.0,4.0,,55,2,2,2
183066,META,2024-10-16,1.0,5.0,,169,1,2,2
180599,Bananya: Around the World,2024-10-15,13.0,3.0,66.0,1823,15,3,2
185727,Zongmen Li Chule Wo Dou Shi Wodi,2024-10-14,152.0,7.0,,301,9,3,2
154473,Arifureta Shokugyou de Sekai Saikyou 3rd season,2024-10-14,16.0,24.0,70.0,75631,1645,6,2
176508,Shangri-La Frontier 2nd Season,2024-10-13,25.0,24.0,82.0,111482,3050,6,2
163135,Maou 2099,2024-10-13,12.0,24.0,72.0,60222,1070,6,2
196193,MONOCHROME,2024-10-12,1.0,3.0,54.0,268,3,2,2
183387,BRAIN,2024-10-11,1.0,3.0,61.0,233,6,2,2
170083,Dragon Ball DAIMA,2024-10-11,20.0,24.0,75.0,59633,1626,6,2
183386,Shugotte Lu-knight,2024-10-10,1.0,4.0,57.0,258,3,2,2
182159,Shooting Star Catch! Tiniping,2024-10-10,26.0,11.0,,115,0,7,2
174390,Tono to Inu,2024-10-10,24.0,3.0,57.0,2100,29,7,2
171038,Hoshi Furu Oukoku no Nina,2024-10-10,12.0,24.0,72.0,27672,612,6,2
156084,Da Dao Chao Tian,2024-10-10,16.0,19.0,63.0,436,17,3,2
204537,Shoujo Kakumei Keikaku,2024-10-09,27.0,3.0,,100,2,3,2
182772,Pochars,2024-10-09,52.0,2.0,,143,2,7,2
164299,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryaku-chuu,2024-10-09,12.0,24.0,68.0,38276,686,6,2
206054,Aporia,2024-10-08,1.0,4.0,67.0,796,17,2,2
171545,Youkai Gakkou no Sensei Hajimemashita!,2024-10-08,24.0,23.0,68.0,18596,530,6,2
170893,Houkago Shounen Hanako-kun 2,2024-10-08,4.0,10.0,70.0,14960,148,7,2
166611,Natsume Yuujinchou Shichi,2024-10-08,12.0,24.0,84.0,15830,384,6,2
141182,Seirei Gensouki 2,2024-10-08,12.0,24.0,69.0,73262,1482,6,2
180747,Taishou Itsuwari Bridal: Migawari Hanayome to Gunpuku no Mouai,2024-10-07,8.0,7.0,61.0,1115,38,3,2
176191,Neko ni Tensei Shita Oji-san,2024-10-07,48.0,1.0,56.0,1110,12,7,2
172355,Kamonohashi Ron no Kindan Suiri 2nd Season,2024-10-07,13.0,24.0,75.0,23423,360,6,2
171642,MF Ghost 2nd Season,2024-10-07,12.0,24.0,76.0,18567,435,6,2
170468,Raise wa Tanin ga Ii,2024-10-07,12.0,24.0,71.0,60167,1123,6,2
168537,Haigakura,2024-10-07,13.0,24.0,52.0,7457,70,6,2
189834,Naoe-kun wa Yasesasetai. (ONA),2024-10-06,2.0,11.0,46.0,195,1,3,2
183383,Love Live! Superstar!! Season 3 NHK E Tokubetsu Part,2024-10-06,12.0,1.0,62.0,658,5,7,2
179292,Punirunes Puni 2,2024-10-06,25.0,12.0,,204,1,7,2
179126,Elf-san wa Yaserarenai. Specials,2024-10-06,2.0,11.0,54.0,4008,57,3,2
178533,Ranma 1/2 (2024),2024-10-06,12.0,24.0,79.0,65373,1999,6,2
176311,Ao no Exorcist: Yuki no Hate-hen,2024-10-06,12.0,24.0,74.0,37229,493,6,2
176292,Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season,2024-10-06,12.0,24.0,74.0,17591,267,6,2
174043,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki",2024-10-06,12.0,23.0,57.0,45058,599,6,2
172190,Kimi wa Meido-sama.,2024-10-06,12.0,23.0,69.0,59181,1148,6,2
171400,Puniru wa Kawaii Slime,2024-10-06,12.0,24.0,67.0,8243,147,6,2
162785,"Tsuma, Shougakusei ni Naru.",2024-10-06,12.0,24.0,72.0,24864,421,6,2
155502,Love Live! Superstar!! 3rd Season,2024-10-06,12.0,24.0,78.0,9589,284,6,2
182561,BLEACH 20th PV,2024-10-05,1.0,2.0,81.0,5793,96,5,2
181835,SHIBUYA♡HACHI Part 2,2024-10-05,12.0,3.0,,160,1,7,2
178729,Ooi! Tonbo 2nd Season,2024-10-05,13.0,24.0,70.0,2559,41,6,2
178395,Kumarba Season 2,2024-10-05,12.0,2.0,,122,0,7,2
175533,The iDOLM@STER: Shiny Colors 2nd season,2024-10-05,12.0,24.0,59.0,2509,33,6,2
174913,Kagaku×Bouken Survival!,2024-10-05,21.0,24.0,,788,13,6,2
173263,Touhai: Ura Rate Mahjong Touhai Roku,2024-10-05,25.0,24.0,61.0,9199,106,6,2
169755,BLEACH: Sennen Kessen-hen - Soukoku-tan,2024-10-05,14.0,24.0,86.0,114586,4269,6,2
167141,Sword Art Online Alternative: Gun Gale Online II,2024-10-05,12.0,24.0,71.0,42361,517,6,2
163146,Blue Lock VS. U-20 JAPAN,2024-10-05,14.0,24.0,75.0,140578,3175,6,2
151514,Chi. Chikyuu no Undou ni Tsuite,2024-10-05,25.0,25.0,86.0,120960,6951,6,2
141917,Hu x He Yao Shi Lu,2024-10-05,24.0,15.0,,292,7,3,2
138522,Thunderbolt Fantasy: Touriken Yuuki 4,2024-10-05,12.0,24.0,72.0,1210,26,6,2
107372,Mahoutsukai ni Narenakatta Onnanoko no Hanashi.,2024-10-05,12.0,24.0,61.0,11197,74,6,2
186756,"Hajime Mashita, Yamaneko Iin",2024-10-04,13.0,4.0,,51,0,7,2
185682,VORTEX,2024-10-04,1.0,3.0,61.0,357,12,2,2
182734,Sakuranbo Message,2024-10-04,1.0,3.0,56.0,338,1,2,2
179823,Iribitari Gal ni Manko Tsukawasete Morau Hanashi Animation,2024-10-04,,17.0,71.0,3260,183,3,4
176053,Sayonara Ryuusei Konnichiwa Jinsei,2024-10-04,12.0,24.0,62.0,37858,547,6,2
175473,Duel Masters LOST:  Tsuioku no Suishou,2024-10-04,4.0,23.0,57.0,2251,50,3,2
171689,Hyakushou Kizoku 2nd Season,2024-10-04,12.0,4.0,64.0,1057,3,7,2
171637,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,2024-10-04,23.0,23.0,77.0,23728,461,6,2
171109,Fureru.,2024-10-04,1.0,107.0,64.0,7086,38,1,2
171025,Kabushiki Gaisha Magi Lumiere,2024-10-04,12.0,24.0,69.0,18895,192,6,2
171018,Dandadan,2024-10-04,12.0,24.0,83.0,380038,19000,6,2
169315,Trillion Game,2024-10-04,26.0,24.0,72.0,15164,246,6,2
169098,Hamidashi Creative,2024-10-04,12.0,5.0,52.0,2891,34,7,2
154673,Mecha-ude (TV),2024-10-04,12.0,24.0,67.0,25842,341,6,2
137663,Ya She,2024-10-04,12.0,24.0,64.0,1442,25,3,2
187509,He Zhong Zhi Hai,2024-10-03,1.0,129.0,,210,2,3,2
182562,Wanmei Shijie 5,2024-10-03,52.0,24.0,71.0,575,38,3,2
182466,Good Morning,2024-10-03,1.0,3.0,58.0,174,2,2,2
182417,Re:Zero kara Hajimeru Kyuukei Jikan (Break Time) 3rd Season,2024-10-03,16.0,3.0,69.0,3818,47,3,2
179919,NegaPosi Angler,2024-10-03,12.0,24.0,73.0,30181,491,6,2
177581,Kinokoinu,2024-10-03,12.0,24.0,64.0,3535,46,6,2
172199,Kamierabi GOD.app Season 2,2024-10-03,12.0,23.0,60.0,3568,43,6,2
170942,Ao no Hako,2024-10-03,25.0,24.0,81.0,145989,5578,3,2
170732,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,2024-10-03,15.0,24.0,79.0,83513,2033,3,2
165810,Shin Tennis no Ouji-sama: U-17 WORLD CUP SEMIFINAL,2024-10-03,13.0,23.0,63.0,2832,46,6,2
165790,"Kekkon Suru tte, Hontou desu ka",2024-10-03,12.0,24.0,70.0,47636,702,6,2
137696,Wu Chengen Ji Yao Lu,2024-10-03,12.0,19.0,55.0,1354,16,3,2
185725,Dushi Gu Xian Yi,2024-10-02,195.0,11.0,53.0,307,6,3,4
182445,Wu Liuqi: Jiyi Suipian,2024-10-02,10.0,15.0,82.0,8396,252,3,2
170578,Shicao Lao Long Bei Guanyi E Long Zhi Ming 2nd Season,2024-10-02,12.0,13.0,66.0,3358,44,3,2
164172,Amagami-san Chi no Enmusubi,2024-10-02,24.0,24.0,73.0,50907,1174,6,2
163134,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,2024-10-02,16.0,24.0,84.0,192274,6353,6,2
157965,Acro Trip,2024-10-02,12.0,24.0,67.0,12441,206,3,2
206877,Monotone,2024-10-01,1.0,4.0,,111,0,2,2
177104,Saikyou no Shien-shoku [Wajutsushi] Dearu Ore wa Sekai Saikyou Clan wo Shitagaeru,2024-10-01,12.0,24.0,74.0,55894,1350,3,2
168139,Rekishi ni Nokoru Akujo ni Naruzo,2024-10-01,13.0,24.0,72.0,54229,1183,6,2
193469,Shushan Qi Xian Lu Part 2,2024-09-30,10.0,,,54,0,3,2
182434,5-Oku-nen Button Part 2,2024-09-30,2.0,23.0,,214,2,6,2
182364,DONUT HOLE 2024,2024-09-30,1.0,4.0,72.0,842,27,2,2
169931,Goukon ni Ittara Onna ga Inakatta Hanashi,2024-09-30,12.0,24.0,72.0,27027,633,3,2
168084,Fei Ren Zai 2 Part 3,2024-09-30,24.0,5.0,,125,0,3,2
206724,Ai no Shoumi Kigen,2024-09-29,1.0,4.0,,81,1,2,2
190619,Neppuu,2024-09-29,1.0,3.0,57.0,262,6,2,2
178434,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",2024-09-29,12.0,24.0,73.0,47619,806,6,2
175019,Nageki no Bourei wa Intai Shitai,2024-09-29,13.0,24.0,69.0,69418,1342,6,2
111314,Uzumaki,2024-09-29,4.0,29.0,54.0,85515,951,6,2
168500,"Maou-sama, Retry! R",2024-09-28,12.0,24.0,57.0,22372,325,6,2
179368,InCha Couple ga You Gal-tachi to SEX Training Suru Hanashi,2024-09-27,2.0,20.0,72.0,2101,113,4,2
178557,Futsuma Shoujo Charlotte,2024-09-27,,16.0,52.0,746,23,4,4
173693,Hitoribocchi no Isekai Kouryaku,2024-09-27,12.0,24.0,65.0,65514,1214,3,2
173174,"BanG Dream! It's MyGO!!!!!: Haru no Hidamari, Mayoi Neko",2024-09-27,1.0,118.0,77.0,2456,33,1,2
196241,Onaka ga Guuguu Island,2024-09-25,,4.0,,33,0,3,4
185750,Man Huang Xian Jie,2024-09-25,48.0,7.0,,101,0,3,2
189964,Nuno Sanpo: Opening Movie-ppoi Anime PV,2024-09-23,1.0,2.0,,100,0,5,2
187121,Ai no Yakusoku,2024-09-21,1.0,16.0,56.0,424,2,3,2
153472,Tian Ying,2024-09-21,26.0,16.0,,347,5,3,2
213429,Himitsu Doushi,2024-09-20,1.0,2.0,,60,1,3,2
177191,Go-toubun no Hanayome *,2024-09-20,2.0,24.0,76.0,25419,586,5,2
175199,Given: Umi e,2024-09-20,1.0,80.0,84.0,13305,426,1,2
133845,Overlord: Sei Oukoku-hen,2024-09-20,1.0,135.0,78.0,66517,1322,1,2
183486,GAUZE,2024-09-19,1.0,4.0,,101,0,2,2
182386,POKÉTOON (2024),2024-09-18,9.0,8.0,70.0,1724,17,3,2
183157,Xianwu Zhuan 3,2024-09-15,52.0,18.0,59.0,278,13,3,2
182879,Office Work,2024-09-15,1.0,1.0,43.0,245,0,3,2
181277,Paipai Kamen de Doukashiran?,2024-09-15,1.0,5.0,69.0,774,14,2,2
204473,Danyuan Meng Changjiu,2024-09-14,1.0,3.0,,127,2,5,2
183478,UNDEAD,2024-09-14,1.0,3.0,77.0,1620,24,2,2
183158,Yishi Du Zun 2nd Season,2024-09-14,120.0,,,155,1,3,2
182563,Wanmei Shijie Movie: Huo Zhi Huijin,2024-09-14,3.0,33.0,64.0,383,12,3,2
185796,Xian Ji Xun Zong,2024-09-13,48.0,7.0,,85,0,3,2
